,id,name,review_count,category,rating,phone,display_phone,price,coord_lat,coord_long
360,LlFzCkSDiDlAcFFodVJvuA,Le Paris Dakar,205,sandwiches,4.5,13479554100.0,(347) 955-4100,$$, 40.681187643070906, -73.9499997
362,LlFzCkSDiDlAcFFodVJvuA,Le Paris Dakar,205,cafes,4.5,13479554100.0,(347) 955-4100,$$, 40.681187643070906, -73.9499997
364,QHYqNQhQ8NVK0RX68Y4PuQ,"Levain Bakery - Harlem, NYC",839,bakeries,4.5,19174643789.0,(917) 464-3789,$$, 40.8049739, -73.9551513
366,QvQilClGyuKFz08TBsoJNA,Le District - Market District,600,french,3.5,12129818588.0,(212) 981-8588,$$$, 40.7126473617984, -74.0157784596443
368,QvQilClGyuKFz08TBsoJNA,Le District - Market District,600,grocery,3.5,12129818588.0,(212) 981-8588,$$$, 40.7126473617984, -74.0157784596443
370,TdUhTJ7hCt0uANqHIcltOA,Olivier Bistro,371,french,4.0,17187686600.0,(718) 768-6600,$$, 40.6688499963761, -73.9896939343586
373,TdUhTJ7hCt0uANqHIcltOA,Olivier Bistro,371,breakfast&brunch,4.0,17187686600.0,(718) 768-6600,$$, 40.6688499963761, -73.9896939343586
374,FON3TceJNsTC0I0mzBwOKg,Fig & Olive,1265,mediterranean,3.5,12123192002.0,(212) 319-2002,$$$, 40.75938, -73.97558
376,FON3TceJNsTC0I0mzBwOKg,Fig & Olive,1265,french,3.5,12123192002.0,(212) 319-2002,$$$, 40.75938, -73.97558
378,FON3TceJNsTC0I0mzBwOKg,Fig & Olive,1265,bars,3.5,12123192002.0,(212) 319-2002,$$$, 40.75938, -73.97558
380,tPeoeD9F2_BOqPLtaLExGA,Cup of Joe Coffee Company,57,coffee,4.5,17189211000.0,(718) 921-1000,, 40.629932, -74.022154
382,D6FIbzVVd0JjzGb4jxxaEQ,Beny's Delice,138,coffee,4.0,17186221400.0,(718) 622-1400,$, 40.6836638, -73.9671519
384,D6FIbzVVd0JjzGb4jxxaEQ,Beny's Delice,138,bakeries,4.0,17186221400.0,(718) 622-1400,$, 40.6836638, -73.9671519
386,D6FIbzVVd0JjzGb4jxxaEQ,Beny's Delice,138,sandwiches,4.0,17186221400.0,(718) 622-1400,$, 40.6836638, -73.9671519
388,YU7U9NPNMwpmGyt_yrCxpA,The Boogie Down Grind,68,coffee,4.5,17189868548.0,(718) 986-8548,$, 40.81858, -73.8888998329639
390,YU7U9NPNMwpmGyt_yrCxpA,The Boogie Down Grind,68,cafes,4.5,17189868548.0,(718) 986-8548,$, 40.81858, -73.8888998329639
393,YU7U9NPNMwpmGyt_yrCxpA,The Boogie Down Grind,68,beer,4.5,17189868548.0,(718) 986-8548,$, 40.81858, -73.8888998329639
394,YU7U9NPNMwpmGyt_yrCxpA,The Boogie Down Grind,68,wine&spirits,4.5,17189868548.0,(718) 986-8548,$, 40.81858, -73.8888998329639
395,nHt_KvHIxR6k8ljgZzO6xA,My NY Bakery Cafe,160,cafes,3.5,12127227383.0,(212) 722-7383,$, 40.7882092229547, -73.9488946478504
397,nHt_KvHIxR6k8ljgZzO6xA,My NY Bakery Cafe,160,bakeries,3.5,12127227383.0,(212) 722-7383,$, 40.7882092229547, -73.9488946478504
399,8kzHrSEV34s7pbUNd8759A,Zon Bakery & Café,5,bakeries,3.0,19176393616.0,(917) 639-3616,, 40.84464321063441, -73.9373917
401,8kzHrSEV34s7pbUNd8759A,Zon Bakery & Café,5,coffee,3.0,19176393616.0,(917) 639-3616,, 40.84464321063441, -73.9373917
403,8kzHrSEV34s7pbUNd8759A,Zon Bakery & Café,5,desserts,3.0,19176393616.0,(917) 639-3616,, 40.84464321063441, -73.9373917
405,QUNchfxuTOOmjAXkHivYdQ,Patisserie Des Ambassades,338,bakeries,3.0,12126660078.0,(212) 666-0078,$$, 40.80603, -73.95381
408,QUNchfxuTOOmjAXkHivYdQ,Patisserie Des Ambassades,338,breakfast&brunch,3.0,12126660078.0,(212) 666-0078,$$, 40.80603, -73.95381
409,QUNchfxuTOOmjAXkHivYdQ,Patisserie Des Ambassades,338,cakeshop,3.0,12126660078.0,(212) 666-0078,$$, 40.80603, -73.95381
411,OkMo8pzx8RuGs16ngYBoSw,Jack's Stir Brew Coffee,258,coffee,4.0,12129290821.0,(212) 929-0821,$$, 40.73451, -74.00062
413,OkMo8pzx8RuGs16ngYBoSw,Jack's Stir Brew Coffee,258,vegan,4.0,12129290821.0,(212) 929-0821,$$, 40.73451, -74.00062
416,OkMo8pzx8RuGs16ngYBoSw,Jack's Stir Brew Coffee,258,organicstores,4.0,12129290821.0,(212) 929-0821,$$, 40.73451, -74.00062
417,TTUjOo7AtHzWWHhvYgt8Tw,The Bread Stand,123,coffee,4.5,19737620282.0,(973) 762-0282,$$, 40.7190113, -74.2578916
419,TTUjOo7AtHzWWHhvYgt8Tw,The Bread Stand,123,bakeries,4.5,19737620282.0,(973) 762-0282,$$, 40.7190113, -74.2578916
421,Gh7Mf1CXxhrxIWQjFdSF5w,Dulce de Leche,104,bakeries,4.5,12017067000.0,(201) 706-7000,$$, 40.89557, -73.97699
423,Gh7Mf1CXxhrxIWQjFdSF5w,Dulce de Leche,104,empanadas,4.5,12017067000.0,(201) 706-7000,$$, 40.89557, -73.97699
425,Gh7Mf1CXxhrxIWQjFdSF5w,Dulce de Leche,104,cakeshop,4.5,12017067000.0,(201) 706-7000,$$, 40.89557, -73.97699
427,bEec28P1CziowM9LrNkNsg,Cafe Amrita,306,cafes,3.5,12122220683.0,(212) 222-0683,$$, 40.8011054761062, -73.9588342646992
429,bEec28P1CziowM9LrNkNsg,Cafe Amrita,306,french,3.5,12122220683.0,(212) 222-0683,$$, 40.8011054761062, -73.9588342646992
431,bEec28P1CziowM9LrNkNsg,Cafe Amrita,306,newamerican,3.5,12122220683.0,(212) 222-0683,$$, 40.8011054761062, -73.9588342646992
432,bEec28P1CziowM9LrNkNsg,Cafe Amrita,306,american(new),3.5,12122220683.0,(212) 222-0683,$$, 40.8011054761062, -73.9588342646992
433,SC8Rpw0LXhhgJ_i_r2tZhw,Épicerie Boulud,392,bakeries,3.5,12125959606.0,(212) 595-9606,$$, 40.7717985283804, -73.9818128723341
435,SC8Rpw0LXhhgJ_i_r2tZhw,Épicerie Boulud,392,coffee,3.5,12125959606.0,(212) 595-9606,$$, 40.7717985283804, -73.9818128723341
437,SC8Rpw0LXhhgJ_i_r2tZhw,Épicerie Boulud,392,sandwiches,3.5,12125959606.0,(212) 595-9606,$$, 40.7717985283804, -73.9818128723341
439,yW1hMW6mKHrEkUwX68M6FQ,Le Petit Parisien,47,coffee,4.0,19172620524.0,(917) 262-0524,, 40.803186, -73.949295
441,yW1hMW6mKHrEkUwX68M6FQ,Le Petit Parisien,47,mediterranean,4.0,19172620524.0,(917) 262-0524,, 40.803186, -73.949295
443,yW1hMW6mKHrEkUwX68M6FQ,Le Petit Parisien,47,sandwiches,4.0,19172620524.0,(917) 262-0524,, 40.803186, -73.949295
445,43y93456fzLVTF7LdlZikw,La Boulangerie,657,bakeries,4.0,13476445606.0,(347) 644-5606,$$, 40.7191996169974, -73.8415304306788
447,43y93456fzLVTF7LdlZikw,La Boulangerie,657,creperies,4.0,13476445606.0,(347) 644-5606,$$, 40.7191996169974, -73.8415304306788
449,43y93456fzLVTF7LdlZikw,La Boulangerie,657,sandwiches,4.0,13476445606.0,(347) 644-5606,$$, 40.7191996169974, -73.8415304306788
451,FIPGiBZOPu2DmHcTdQkt_w,Orwashers,276,cafes,3.5,16464617929.0,(646) 461-7929,$$, 40.78469, -73.97759
453,FIPGiBZOPu2DmHcTdQkt_w,Orwashers,276,bakeries,3.5,16464617929.0,(646) 461-7929,$$, 40.78469, -73.97759
455,FIPGiBZOPu2DmHcTdQkt_w,Orwashers,276,sandwiches,3.5,16464617929.0,(646) 461-7929,$$, 40.78469, -73.97759
457,7YW6FGfOKG5IaSca0wW8WA,Oren's Coffee,170,coffee,3.5,12127498779.0,(212) 749-8779,$, 40.8054989, -73.965405
459,rmcuPv8ldKO5A8jd9-Y9zg,French Toast Bakery,83,bakeries,3.5,17184409182.0,(718) 440-9182,$, 40.746355, -73.895131
461,rmcuPv8ldKO5A8jd9-Y9zg,French Toast Bakery,83,coffee,3.5,17184409182.0,(718) 440-9182,$, 40.746355, -73.895131
463,rmcuPv8ldKO5A8jd9-Y9zg,French Toast Bakery,83,sandwiches,3.5,17184409182.0,(718) 440-9182,$, 40.746355, -73.895131
465,4jtWfrGODTtbg5sar4cjPA,Cannelle Patisserie,935,bakeries,4.5,17185656200.0,(718) 565-6200,$$, 40.76008664260544, -73.89201134333493
467,4jtWfrGODTtbg5sar4cjPA,Cannelle Patisserie,935,desserts,4.5,17185656200.0,(718) 565-6200,$$, 40.76008664260544, -73.89201134333493
469,4jtWfrGODTtbg5sar4cjPA,Cannelle Patisserie,935,coffee,4.5,17185656200.0,(718) 565-6200,$$, 40.76008664260544, -73.89201134333493
471,LuZY0fckw5e4vau5V_NwJw,La Promenade,81,bakeries,4.5,12015672500.0,(201) 567-2500,$$, 40.9355677938397, -73.9621737460327
473,LuZY0fckw5e4vau5V_NwJw,La Promenade,81,cakeshop,4.5,12015672500.0,(201) 567-2500,$$, 40.9355677938397, -73.9621737460327
475,LuZY0fckw5e4vau5V_NwJw,La Promenade,81,cafes,4.5,12015672500.0,(201) 567-2500,$$, 40.9355677938397, -73.9621737460327
477,sBL7J7s4Rnul40-MB0hXbA,Perrine,118,newamerican,4.0,12129408195.0,(212) 940-8195,$$$, 40.7653271962541, -73.97199900859833
478,sBL7J7s4Rnul40-MB0hXbA,Perrine,118,american(new),4.0,12129408195.0,(212) 940-8195,$$$, 40.7653271962541, -73.97199900859833
479,sBL7J7s4Rnul40-MB0hXbA,Perrine,118,french,4.0,12129408195.0,(212) 940-8195,$$$, 40.7653271962541, -73.97199900859833
481,Bx9ufqCtxxdl2l6pT3J45g,Petrossian Boutique & Cafe,369,french,4.0,12122452217.0,(212) 245-2217,$$, 40.766026225434, -73.97945224279856
483,Bx9ufqCtxxdl2l6pT3J45g,Petrossian Boutique & Cafe,369,seafood,4.0,12122452217.0,(212) 245-2217,$$, 40.766026225434, -73.97945224279856
485,lhUm4Olj66LQetyINQzfXQ,La Parisienne French Bakery,36,bakeries,3.5,19146304317.0,(914) 630-4317,$$, 40.9277493390252, -73.7520501240686
487,zOTRYxeyHl1vRMyDkzGqog,Gaby Brasserie Francaise,106,french,3.0,12127823040.0,(212) 782-3040,$$$, 40.75613, -73.98154
490,zOTRYxeyHl1vRMyDkzGqog,Gaby Brasserie Francaise,106,moderneuropean,3.0,12127823040.0,(212) 782-3040,$$$, 40.75613, -73.98154
491,zOTRYxeyHl1vRMyDkzGqog,Gaby Brasserie Francaise,106,bars,3.0,12127823040.0,(212) 782-3040,$$$, 40.75613, -73.98154
493,O4FFQ92eT-hdSa7F5TpLTw,Inwood Bagels,117,bagels,3.5,12125697770.0,(212) 569-7770,$, 40.8681222996387, -73.9215536224296
496,O4FFQ92eT-hdSa7F5TpLTw,Inwood Bagels,117,breakfast&brunch,3.5,12125697770.0,(212) 569-7770,$, 40.8681222996387, -73.9215536224296
497,O4FFQ92eT-hdSa7F5TpLTw,Inwood Bagels,117,sandwiches,3.5,12125697770.0,(212) 569-7770,$, 40.8681222996387, -73.9215536224296
499,5jykT4A_mz1lgWk6btnZbw,Lady Wong,210,bakeries,4.5,16464227189.0,(646) 422-7189,, 40.72850883077059, -73.98615170270205
501,5jykT4A_mz1lgWk6btnZbw,Lady Wong,210,desserts,4.5,16464227189.0,(646) 422-7189,, 40.72850883077059, -73.98615170270205
503,aDtpySFIJO5C3ULTlSOfkw,Capy,28,bakeries,4.5,,,$$, 40.71801093515664, -73.99786939533183
505,aDtpySFIJO5C3ULTlSOfkw,Capy,28,desserts,4.5,,,$$, 40.71801093515664, -73.99786939533183
513,GlPJPpKvPR4d8dmcSEYpdA,Takahachi Bakery,1030,bakeries,4.0,12127915550.0,(212) 791-5550,$$, 40.71373, -74.00843
515,GlPJPpKvPR4d8dmcSEYpdA,Takahachi Bakery,1030,japanese,4.0,12127915550.0,(212) 791-5550,$$, 40.71373, -74.00843
517,GlPJPpKvPR4d8dmcSEYpdA,Takahachi Bakery,1030,coffee,4.0,12127915550.0,(212) 791-5550,$$, 40.71373, -74.00843
519,8hdjmWfjOB6o37xrCzhoug,From Lucie,54,cakeshop,4.0,,,, 40.72842, -73.98334
521,8hdjmWfjOB6o37xrCzhoug,From Lucie,54,candlestores,4.0,,,, 40.72842, -73.98334
529,myOSJHEZFUrfAsPiie9BCw,Maman,55,cafes,4.0,,,$$, 40.68872, -73.99301
531,myOSJHEZFUrfAsPiie9BCw,Maman,55,bakeries,4.0,,,$$, 40.68872, -73.99301
534,myOSJHEZFUrfAsPiie9BCw,Maman,55,breakfast&brunch,4.0,,,$$, 40.68872, -73.99301
535,pHfsXEPHkGXkmGo-PbwB6w,Keki Modern Cakes,741,bakeries,4.0,16468632094.0,(646) 863-2094,$$, 40.71656, -73.99822
537,pHfsXEPHkGXkmGo-PbwB6w,Keki Modern Cakes,741,desserts,4.0,16468632094.0,(646) 863-2094,$$, 40.71656, -73.99822
543,VtJd1l64kqUUyWacwK0J2Q,Veniero's,2389,bakeries,4.0,12126747070.0,(212) 674-7070,$$, 40.729431, -73.984541
545,VtJd1l64kqUUyWacwK0J2Q,Veniero's,2389,desserts,4.0,12126747070.0,(212) 674-7070,$$, 40.729431, -73.984541
547,VtJd1l64kqUUyWacwK0J2Q,Veniero's,2389,italian,4.0,12126747070.0,(212) 674-7070,$$, 40.729431, -73.984541
549,EsHFRpUbHEbYxjAxcxOdwQ,AnnTremet Cake,81,bakeries,4.5,16463719970.0,(646) 371-9970,, 40.73854893771146, -74.00401289999999
551,EsHFRpUbHEbYxjAxcxOdwQ,AnnTremet Cake,81,cakeshop,4.5,16463719970.0,(646) 371-9970,, 40.73854893771146, -74.00401289999999
553,EsHFRpUbHEbYxjAxcxOdwQ,AnnTremet Cake,81,desserts,4.5,16463719970.0,(646) 371-9970,, 40.73854893771146, -74.00401289999999
555,LyWjwCnRzv2CZzPHuUpAsg,The Evercake,102,cakeshop,4.5,16463975769.0,(646) 397-5769,, 40.769348582963296, -73.95868385771101
559,xpDp5zKQJHu7Ljgs1PKLJw,La Cabra,268,bakeries,4.5,,,$$, 40.729463036209495, -73.98684812477497
561,xpDp5zKQJHu7Ljgs1PKLJw,La Cabra,268,cafes,4.5,,,$$, 40.729463036209495, -73.98684812477497
563,xpDp5zKQJHu7Ljgs1PKLJw,La Cabra,268,coffee,4.5,,,$$, 40.729463036209495, -73.98684812477497
565,rVJ57CwEcucZg1k_y8u3Rg,Patisserie Fouet,437,coffee,4.0,12126200622.0,(212) 620-0622,$$, 40.735034, -73.993047
567,rVJ57CwEcucZg1k_y8u3Rg,Patisserie Fouet,437,desserts,4.0,12126200622.0,(212) 620-0622,$$, 40.735034, -73.993047
570,rVJ57CwEcucZg1k_y8u3Rg,Patisserie Fouet,437,winebars,4.0,12126200622.0,(212) 620-0622,$$, 40.735034, -73.993047
571,6G_NSMacAfdf-WYOpcQ4uw,Eileen's Special Cheesecake,1919,bakeries,4.5,12129665585.0,(212) 966-5585,$$, 40.7215431969029, -73.9972332037048
573,6G_NSMacAfdf-WYOpcQ4uw,Eileen's Special Cheesecake,1919,desserts,4.5,12129665585.0,(212) 966-5585,$$, 40.7215431969029, -73.9972332037048
575,Tns-1BJip9a6K-O6V2pyUQ,Red Gate Bakery,74,bakeries,4.5,16468705553.0,(646) 870-5553,, 40.723717, -73.988806
577,Tns-1BJip9a6K-O6V2pyUQ,Red Gate Bakery,74,desserts,4.5,16468705553.0,(646) 870-5553,, 40.723717, -73.988806
579,Tns-1BJip9a6K-O6V2pyUQ,Red Gate Bakery,74,cakeshop,4.5,16468705553.0,(646) 870-5553,, 40.723717, -73.988806
581,MBQg0-g_iiIEY4hzLiezKg,Kuih Cafe,82,desserts,4.5,16467999340.0,(646) 799-9340,, 40.71595284077857, -73.99300267095114
583,MBQg0-g_iiIEY4hzLiezKg,Kuih Cafe,82,malaysian,4.5,16467999340.0,(646) 799-9340,, 40.71595284077857, -73.99300267095114
585,MBQg0-g_iiIEY4hzLiezKg,Kuih Cafe,82,cafes,4.5,16467999340.0,(646) 799-9340,, 40.71595284077857, -73.99300267095114
593,0tJEDmeNMLueSGLNTF0JFg,Angelina Bakery,609,bakeries,4.5,12126877100.0,(212) 687-7100,$$, 40.75498, -73.99166
595,0tJEDmeNMLueSGLNTF0JFg,Angelina Bakery,609,desserts,4.5,12126877100.0,(212) 687-7100,$$, 40.75498, -73.99166
597,0tJEDmeNMLueSGLNTF0JFg,Angelina Bakery,609,donuts,4.5,12126877100.0,(212) 687-7100,$$, 40.75498, -73.99166
601,fswltit0_7UjEWsmgvDxTw,The Salty Heifer,6,cakeshop,5.0,17313186282.0,(731) 318-6282,, 35.80206, -88.77616
603,fswltit0_7UjEWsmgvDxTw,The Salty Heifer,6,desserts,5.0,17313186282.0,(731) 318-6282,, 35.80206, -88.77616
607,qXuUBEaib4caLC6WCPhBjA,Patisserie Tomoko,419,desserts,4.5,17183887121.0,(718) 388-7121,$$, 40.7176114, -73.9519192
609,qXuUBEaib4caLC6WCPhBjA,Patisserie Tomoko,419,bakeries,4.5,17183887121.0,(718) 388-7121,$$, 40.7176114, -73.9519192
611,qXuUBEaib4caLC6WCPhBjA,Patisserie Tomoko,419,coffee,4.5,17183887121.0,(718) 388-7121,$$, 40.7176114, -73.9519192
613,-SdQJKA9iMKvSrA7r0joXw,ByClio Bakery,25,bakeries,4.5,15166366008.0,(516) 636-6008,, 40.67357918928142, -73.98958191275597
615,-SdQJKA9iMKvSrA7r0joXw,ByClio Bakery,25,cakeshop,4.5,15166366008.0,(516) 636-6008,, 40.67357918928142, -73.98958191275597
617,M2CSxMwbkwJr_G_Bzp7Y5Q,Mah-Ze-Dahr Bakery,460,bakeries,4.5,12124989810.0,(212) 498-9810,$$, 40.73503, -74.00002
619,M2CSxMwbkwJr_G_Bzp7Y5Q,Mah-Ze-Dahr Bakery,460,coffee,4.5,12124989810.0,(212) 498-9810,$$, 40.73503, -74.00002
621,M2CSxMwbkwJr_G_Bzp7Y5Q,Mah-Ze-Dahr Bakery,460,donuts,4.5,12124989810.0,(212) 498-9810,$$, 40.73503, -74.00002
623,lqnI_jISnH7RZWlPtKkViQ,Tres Leches Cafe - Harlem,184,bakeries,5.0,13479948046.0,(347) 994-8046,$, 40.7935241, -73.937801
625,lqnI_jISnH7RZWlPtKkViQ,Tres Leches Cafe - Harlem,184,desserts,5.0,13479948046.0,(347) 994-8046,$, 40.7935241, -73.937801
627,lqnI_jISnH7RZWlPtKkViQ,Tres Leches Cafe - Harlem,184,dominican,5.0,13479948046.0,(347) 994-8046,$, 40.7935241, -73.937801
629,M-1k30Dgcc1OxZ8buddE4Q,HARBS SoHo,242,bakeries,3.5,12124731981.0,(212) 473-1981,$$, 40.726366, -74.000015
631,M-1k30Dgcc1OxZ8buddE4Q,HARBS SoHo,242,coffee,3.5,12124731981.0,(212) 473-1981,$$, 40.726366, -74.000015
633,M-1k30Dgcc1OxZ8buddE4Q,HARBS SoHo,242,sandwiches,3.5,12124731981.0,(212) 473-1981,$$, 40.726366, -74.000015
635,nyxmTe-It-tzfagvjkge1g,Burrow,87,desserts,4.5,,,$, 40.7027771713273, -73.98680411986894
637,nyxmTe-It-tzfagvjkge1g,Burrow,87,cakeshop,4.5,,,$, 40.7027771713273, -73.98680411986894
639,nyxmTe-It-tzfagvjkge1g,Burrow,87,coffee,4.5,,,$, 40.7027771713273, -73.98680411986894
641,QC8mHsBNu_PFEWI7eDmyLw,Elly’s Pastry,23,bakeries,4.0,,,, 40.74699334569398, -73.9844542
643,QC8mHsBNu_PFEWI7eDmyLw,Elly’s Pastry,23,sandwiches,4.0,,,, 40.74699334569398, -73.9844542
645,QC8mHsBNu_PFEWI7eDmyLw,Elly’s Pastry,23,japanese,4.0,,,, 40.74699334569398, -73.9844542
647,hequ95_X5IT3ICEwSUT1fw,Lady Wong,43,desserts,4.0,16464227189.0,(646) 422-7189,, 40.760904, -73.982122
649,hequ95_X5IT3ICEwSUT1fw,Lady Wong,43,bakeries,4.0,16464227189.0,(646) 422-7189,, 40.760904, -73.982122
651,Q-0NA-MheoaGvG7wtMhPGw,Minnie's Bake Shop,59,desserts,5.0,16462295102.0,(646) 229-5102,$$, 40.734881, -73.99367
653,Q-0NA-MheoaGvG7wtMhPGw,Minnie's Bake Shop,59,bakeries,5.0,16462295102.0,(646) 229-5102,$$, 40.734881, -73.99367
655,Q-0NA-MheoaGvG7wtMhPGw,Minnie's Bake Shop,59,catering,5.0,16462295102.0,(646) 229-5102,$$, 40.734881, -73.99367
656,Q-0NA-MheoaGvG7wtMhPGw,Minnie's Bake Shop,59,caterers,5.0,16462295102.0,(646) 229-5102,$$, 40.734881, -73.99367
657,x35Qxemj9L30BcYUZ9mEeA,Lady M Cake Boutique,219,desserts,4.0,12124522222.0,(212) 452-2222,$$, 40.710233, -74.011849
659,x35Qxemj9L30BcYUZ9mEeA,Lady M Cake Boutique,219,cakeshop,4.0,12124522222.0,(212) 452-2222,$$, 40.710233, -74.011849
661,x35Qxemj9L30BcYUZ9mEeA,Lady M Cake Boutique,219,bakeries,4.0,12124522222.0,(212) 452-2222,$$, 40.710233, -74.011849
663,3SDTpWrebNOPAk1bMbxq5Q,Lady M Cake Boutique,333,desserts,4.0,12124522222.0,(212) 452-2222,$$$, 40.74531, -73.98852
665,3SDTpWrebNOPAk1bMbxq5Q,Lady M Cake Boutique,333,cakeshop,4.0,12124522222.0,(212) 452-2222,$$$, 40.74531, -73.98852
667,3SDTpWrebNOPAk1bMbxq5Q,Lady M Cake Boutique,333,bakeries,4.0,12124522222.0,(212) 452-2222,$$$, 40.74531, -73.98852
669,xc18VveMXujE5q0j4zk0sQ,The Sweet Spott NYC,11,cakeshop,5.0,19176006989.0,(917) 600-6989,, 40.766632080078125, -73.82600402832031
671,xc18VveMXujE5q0j4zk0sQ,The Sweet Spott NYC,11,desserts,5.0,19176006989.0,(917) 600-6989,, 40.766632080078125, -73.82600402832031
673,xc18VveMXujE5q0j4zk0sQ,The Sweet Spott NYC,11,cupcakes,5.0,19176006989.0,(917) 600-6989,, 40.766632080078125, -73.82600402832031
675,idv-cC2_Mq85Pz-F1iTsig,Roam Cafe & Gallery,74,cafes,4.5,19292675535.0,(929) 267-5535,$$, 40.751597, -73.938889
677,idv-cC2_Mq85Pz-F1iTsig,Roam Cafe & Gallery,74,galleries,4.5,19292675535.0,(929) 267-5535,$$, 40.751597, -73.938889
678,idv-cC2_Mq85Pz-F1iTsig,Roam Cafe & Gallery,74,artgalleries,4.5,19292675535.0,(929) 267-5535,$$, 40.751597, -73.938889
679,idv-cC2_Mq85Pz-F1iTsig,Roam Cafe & Gallery,74,cakeshop,4.5,19292675535.0,(929) 267-5535,$$, 40.751597, -73.938889
681,wQLNq8dQE4DxvUSQwzAagw,City Cakes,905,desserts,4.5,16466882286.0,(646) 688-2286,$$, 40.74078, -73.99695
683,wQLNq8dQE4DxvUSQwzAagw,City Cakes,905,bakeries,4.5,16466882286.0,(646) 688-2286,$$, 40.74078, -73.99695
685,wQLNq8dQE4DxvUSQwzAagw,City Cakes,905,cakeshop,4.5,16466882286.0,(646) 688-2286,$$, 40.74078, -73.99695
693,s1pJHjoce-IbHQiCe4mA3w,Martha's Country Bakery,1011,bakeries,4.5,17185990900.0,(718) 599-0900,$$, 40.714919058367784, -73.96054223851678
695,s1pJHjoce-IbHQiCe4mA3w,Martha's Country Bakery,1011,coffee,4.5,17185990900.0,(718) 599-0900,$$, 40.714919058367784, -73.96054223851678
697,s1pJHjoce-IbHQiCe4mA3w,Martha's Country Bakery,1011,desserts,4.5,17185990900.0,(718) 599-0900,$$, 40.714919058367784, -73.96054223851678
705,rAt0D9SD8Zd_HJOzfVAqkQ,Banh Mi Stop,7,sandwiches,4.0,19176883211.0,(917) 688-3211,, 40.751741, -73.938682
707,rAt0D9SD8Zd_HJOzfVAqkQ,Banh Mi Stop,7,vietnamese,4.0,19176883211.0,(917) 688-3211,, 40.751741, -73.938682
709,rAt0D9SD8Zd_HJOzfVAqkQ,Banh Mi Stop,7,bubbletea,4.0,19176883211.0,(917) 688-3211,, 40.751741, -73.938682
711,-ky0aPdpcg46JLHdFtAp6A,Pâtisserie,1,cakeshop,5.0,,,, 40.706235370719206, -74.00230669999999
713,-kZljXDCvjghCdzNZZ4y0A,The Fragile Flour,11,desserts,4.5,18333284588.0,(833) 328-4588,, 40.72624, -73.98423
716,-kZljXDCvjghCdzNZZ4y0A,The Fragile Flour,11,winebars,4.5,18333284588.0,(833) 328-4588,, 40.72624, -73.98423
717,-kZljXDCvjghCdzNZZ4y0A,The Fragile Flour,11,bakeries,4.5,18333284588.0,(833) 328-4588,, 40.72624, -73.98423
719,JWLRT0dkdaC7AHtYapWbGw,Pasticceria Rocco,1146,bakeries,4.0,12122426031.0,(212) 242-6031,$, 40.73083, -74.00265
721,JWLRT0dkdaC7AHtYapWbGw,Pasticceria Rocco,1146,desserts,4.0,12122426031.0,(212) 242-6031,$, 40.73083, -74.00265
723,JWLRT0dkdaC7AHtYapWbGw,Pasticceria Rocco,1146,cafes,4.0,12122426031.0,(212) 242-6031,$, 40.73083, -74.00265
725,H4jJ7XB3CetIr1pg56CczQ,"Levain Bakery - Original Location, 74th St, NYC",9638,bakeries,4.5,19174643769.0,(917) 464-3769,$$, 40.779961, -73.980299
727,yaBrQbt7kMrbXAo6qrzpYw,By the Way Bakery,265,bakeries,4.5,12128770806.0,(212) 877-0806,$, 40.7908056, -73.9740896
730,yaBrQbt7kMrbXAo6qrzpYw,By the Way Bakery,265,gluten-free,4.5,12128770806.0,(212) 877-0806,$, 40.7908056, -73.9740896
731,yaBrQbt7kMrbXAo6qrzpYw,By the Way Bakery,265,cakeshop,4.5,12128770806.0,(212) 877-0806,$, 40.7908056, -73.9740896
733,SB4crLLqZy4RdoA3e7yDNA,Dawn's ‘Til Dusk,20,coffee,4.5,12126754996.0,(212) 675-4996,, 40.70336875110399, -73.9904543407859
735,SB4crLLqZy4RdoA3e7yDNA,Dawn's ‘Til Dusk,20,bakeries,4.5,12126754996.0,(212) 675-4996,, 40.70336875110399, -73.9904543407859
737,SB4crLLqZy4RdoA3e7yDNA,Dawn's ‘Til Dusk,20,sandwiches,4.5,12126754996.0,(212) 675-4996,, 40.70336875110399, -73.9904543407859
739,7-yC49tlWreX6TQtMNFSFg,Kitsby,335,desserts,4.5,19175305006.0,(917) 530-5006,$$, 40.71411, -73.960977
741,7-yC49tlWreX6TQtMNFSFg,Kitsby,335,coffee,4.5,19175305006.0,(917) 530-5006,$$, 40.71411, -73.960977
743,7-yC49tlWreX6TQtMNFSFg,Kitsby,335,icecream,4.5,19175305006.0,(917) 530-5006,$$, 40.71411, -73.960977
745,zPVxREjP08oG_Qd9MH-KOg,Lindy's Lemon Cakes,2,bakeries,5.0,13133039522.0,(313) 303-9522,, 40.702323079756745, -73.9860487
747,UZViRVpxNZvOM5KarmbT1g,Sweet Moment,1085,coffee,4.5,12122268724.0,(212) 226-8724,$$, 40.71763, -73.99714
749,UZViRVpxNZvOM5KarmbT1g,Sweet Moment,1085,icecream,4.5,12122268724.0,(212) 226-8724,$$, 40.71763, -73.99714
751,UZViRVpxNZvOM5KarmbT1g,Sweet Moment,1085,waffles,4.5,12122268724.0,(212) 226-8724,$$, 40.71763, -73.99714
760,zi_TJRxi0WzADbbI6Jcz3A,Koneko,353,breakfast&brunch,4.0,16463705699.0,(646) 370-5699,$$, 40.72044, -73.98412
